*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb14.csv
*  version    : 1.0
*  date       : 27-May-2015 09:23:23
*  created by : J.G.Wesseling
*  module     : starb14
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 3.5190374261E-02, 1.0000000000E-12
-7.9432823472E+06, 3.5540516084E-02, 1.5110369462E-12
-6.3095734448E+06, 3.5909879136E-02, 2.2841622120E-12
-5.0118723363E+06, 3.6317684647E-02, 3.4556707211E-12
-3.9810717055E+06, 3.6783153844E-02, 5.2344142751E-12
-3.1622776602E+06, 3.7325507957E-02, 7.9416534775E-12
-2.5118864315E+06, 3.7963968215E-02, 1.2073624204E-11
-1.9952623150E+06, 3.8717755847E-02, 1.8400305342E-11
-1.5848931925E+06, 3.9606092081E-02, 2.8122235224E-11
-1.2589254118E+06, 4.0648198148E-02, 4.3121002574E-11
-1.0000000000E+06, 4.1863295275E-02, 6.6361905149E-11
-7.9432823472E+05, 4.3270604692E-02, 1.0254549823E-10
-6.3095734448E+05, 4.4889347627E-02, 1.5916914655E-10
-5.0118723363E+05, 4.6738745310E-02, 2.4826899474E-10
-3.9810717055E+05, 4.8838018970E-02, 3.8929979018E-10
-3.1622776602E+05, 5.1206389836E-02, 6.1393262831E-10
-2.5118864315E+05, 5.3863079136E-02, 9.7411201066E-10
-1.9952623150E+05, 5.6827308100E-02, 1.5556987202E-09
-1.5848931925E+05, 6.0118297956E-02, 2.5017694209E-09
-1.2589254118E+05, 6.3755269933E-02, 4.0527613448E-09
-1.0000000000E+05, 6.7757445261E-02, 6.6162745928E-09
-7.9432823472E+04, 7.2144045169E-02, 1.0889590010E-08
-6.3095734448E+04, 7.6934290885E-02, 1.8076811492E-08
-5.0118723363E+04, 8.2147403638E-02, 3.0277582599E-08
-3.9810717055E+04, 8.7802604658E-02, 5.1190150938E-08
-3.1622776602E+04, 9.3919115173E-02, 8.7396540635E-08
-2.5118864315E+04, 1.0051615641E-01, 1.5073755643E-07
-1.9952623150E+04, 1.0761294961E-01, 2.6275129826E-07
-1.5848931925E+04, 1.1522871598E-01, 4.6306421202E-07
-1.5488166189E+04, 1.1601957616E-01, 4.9036579693E-07
-1.5135612484E+04, 1.1681583751E-01, 5.1933644074E-07
-1.4791083882E+04, 1.1761751924E-01, 5.5008179817E-07
-1.4454397707E+04, 1.1842464058E-01, 5.8271443925E-07
-1.4125375446E+04, 1.1923722075E-01, 6.1735431660E-07
-1.3803842646E+04, 1.2005527896E-01, 6.5412926532E-07
-1.3489628826E+04, 1.2087883445E-01, 6.9317553775E-07
-1.3182567386E+04, 1.2170790644E-01, 7.3463837566E-07
-1.2882495517E+04, 1.2254251413E-01, 7.7867262254E-07
-1.2589254118E+04, 1.2338267677E-01, 8.2544337882E-07
-1.2302687708E+04, 1.2422841356E-01, 8.7512670329E-07
-1.2022644346E+04, 1.2507974372E-01, 9.2791036388E-07
-1.1748975549E+04, 1.2593668649E-01, 9.8399464148E-07
-1.1481536215E+04, 1.2679926107E-01, 1.0435931907E-06
-1.1220184543E+04, 1.2766748670E-01, 1.1069339616E-06
-1.0964781961E+04, 1.2854138259E-01, 1.1742601869E-06
-1.0715193052E+04, 1.2942096796E-01, 1.2458314393E-06
-1.0471285481E+04, 1.3030626204E-01, 1.3219247649E-06
-1.0232929923E+04, 1.3119728404E-01, 1.4028358964E-06
-1.0000000000E+04, 1.3209405319E-01, 1.4888805543E-06
-9.7723722096E+03, 1.3299658871E-01, 1.5803958408E-06
-9.5499258602E+03, 1.3390490982E-01, 1.6777417343E-06
-9.3325430080E+03, 1.3481903574E-01, 1.7813026909E-06
-9.1201083936E+03, 1.3573898570E-01, 1.8914893622E-06
-8.9125093813E+03, 1.3666477891E-01, 2.0087404367E-06
-8.7096358996E+03, 1.3759643459E-01, 2.1335246152E-06
-8.5113803820E+03, 1.3853397197E-01, 2.2663427288E-06
-8.3176377110E+03, 1.3947741026E-01, 2.4077300116E-06
