*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro2.csv
*  version    : 1.0
*  date       : 27-May-2015 09:20:03
*  created by : J.G.Wesseling
*  module     : staro2
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 6.3246136093E-04, 1.0000000000E-10
-7.9432823472E+06, 1.2057689449E-03, 1.0566883037E-10
-6.3095734448E+06, 1.7823925162E-03, 1.1183029016E-10
-5.0118723363E+06, 2.3656480623E-03, 1.1871437359E-10
-3.9810717055E+06, 2.9588515706E-03, 1.2660303355E-10
-3.1622776602E+06, 3.5653190283E-03, 1.3584620893E-10
-2.5118864315E+06, 4.1883664228E-03, 1.4688558910E-10
-1.9952623150E+06, 4.8313097417E-03, 1.6028938484E-10
-1.5848931925E+06, 5.4974649721E-03, 1.7680310690E-10
-1.2589254118E+06, 6.1901481015E-03, 1.9742412928E-10
-1.0000000000E+06, 6.9126751173E-03, 2.2351230111E-10
-7.9432823472E+05, 7.6683620068E-03, 2.5695622237E-10
-6.3095734448E+05, 8.4605247575E-03, 3.0042703373E-10
-5.0118723363E+05, 9.2924793566E-03, 3.5777228404E-10
-3.9810717055E+05, 1.0167541792E-02, 4.3463814770E-10
-3.1622776602E+05, 1.1089028050E-02, 5.3947100033E-10
-2.5118864315E+05, 1.2060254119E-02, 6.8516178557E-10
-1.9952623150E+05, 1.3084535985E-02, 8.9180227985E-10
-1.5848931925E+05, 1.4165189637E-02, 1.1914068486E-09
-1.2589254118E+05, 1.5305531062E-02, 1.6361884606E-09
-1.0000000000E+05, 1.6508876247E-02, 2.3134170337E-09
-7.9432823472E+04, 1.7778541180E-02, 3.3727764274E-09
-6.3095734448E+04, 1.9117841847E-02, 5.0780836576E-09
-5.0118723363E+04, 2.0530094236E-02, 7.9078144822E-09
-3.9810717055E+04, 2.2018614336E-02, 1.2756251340E-08
-3.1622776602E+04, 2.3586718132E-02, 2.1348397905E-08
-2.5118864315E+04, 2.5237721612E-02, 3.7123489064E-08
-1.9952623150E+04, 2.6974940764E-02, 6.7179878261E-08
-1.5848931925E+04, 2.8801691575E-02, 1.2670746935E-07
-1.5488166189E+04, 2.8989418563E-02, 1.3532326916E-07
-1.5135612484E+04, 2.9178077343E-02, 1.4458235857E-07
-1.4791083882E+04, 2.9367671232E-02, 1.5452249592E-07
-1.4454397707E+04, 2.9558203545E-02, 1.6518100876E-07
-1.4125375446E+04, 2.9749677599E-02, 1.7659520565E-07
-1.3803842646E+04, 2.9942096709E-02, 1.8880196236E-07
-1.3489628826E+04, 3.0135464191E-02, 2.0183724254E-07
-1.3182567386E+04, 3.0329783362E-02, 2.1573554938E-07
-1.2882495517E+04, 3.0525057537E-02, 2.3052930504E-07
-1.2589254118E+04, 3.0721290033E-02, 2.4624815623E-07
-1.2302687708E+04, 3.0918484165E-02, 2.6291820536E-07
