*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb18.csv
*  version    : 1.0
*  date       : 27-May-2015 09:22:39
*  created by : J.G.Wesseling
*  module     : starb18
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 1.3797054235E-02, 1.0000000000E-16
-7.9432823472E+06, 2.2525423787E-02, 3.0170902715E-16
-6.3095734448E+06, 3.1260463765E-02, 9.0858247110E-16
-5.0118723363E+06, 4.0008844596E-02, 2.7259374941E-15
-3.9810717055E+06, 4.8777236708E-02, 8.1326235051E-15
-3.1622776602E+06, 5.7572310527E-02, 2.4082214553E-14
-2.5118864315E+06, 6.6400736479E-02, 7.0648167260E-14
-1.9952623150E+06, 7.5269184991E-02, 2.0494241441E-13
-1.5848931925E+06, 8.4184326490E-02, 5.8678230831E-13
-1.2589254118E+06, 9.3152831403E-02, 1.6550996001E-12
-1.0000000000E+06, 1.0218137016E-01, 4.5905102428E-12
-7.9432823472E+05, 1.1127661318E-01, 1.2496121444E-11
-6.3095734448E+05, 1.2044523089E-01, 3.3323814489E-11
-5.0118723363E+05, 1.2969389372E-01, 8.6893465535E-11
-3.9810717055E+05, 1.3902927211E-01, 2.2113638863E-10
-3.1622776602E+05, 1.4845803646E-01, 5.4822866127E-10
-2.5118864315E+05, 1.5798685722E-01, 1.3215373276E-09
-1.9952623150E+05, 1.6762240480E-01, 3.0917263802E-09
-1.5848931925E+05, 1.7737134964E-01, 7.0067130627E-09
-1.2589254118E+05, 1.8724036215E-01, 1.5353486904E-08
-1.0000000000E+05, 1.9723611278E-01, 3.2468847023E-08
-7.9432823472E+04, 2.0736527194E-01, 6.6142652911E-08
-6.3095734448E+04, 2.1763451006E-01, 1.2955047118E-07
-5.0118723363E+04, 2.2805049756E-01, 2.4360552332E-07
-3.9810717055E+04, 2.3861990488E-01, 4.4022711249E-07
-3.1622776602E+04, 2.4934940245E-01, 7.6616521848E-07
-2.5118864315E+04, 2.6024566067E-01, 1.2868862100E-06
-1.9952623150E+04, 2.7131535000E-01, 2.0904799531E-06
-1.5848931925E+04, 2.8256514084E-01, 3.2912137596E-06
-1.5488166189E+04, 2.8370028232E-01, 3.4383857599E-06
-1.5135612484E+04, 2.8483729819E-01, 3.5910977606E-06
-1.4791083882E+04, 2.8597619512E-01, 3.7495132430E-06
-1.4454397707E+04, 2.8711697978E-01, 3.9137988996E-06
-1.4125375446E+04, 2.8825965884E-01, 4.0841246549E-06
-1.3803842646E+04, 2.8940423898E-01, 4.2606636866E-06
-1.3489628826E+04, 2.9055072685E-01, 4.4435924464E-06
-1.3182567386E+04, 2.9169912914E-01, 4.6330906811E-06
-1.2882495517E+04, 2.9284945251E-01, 4.8293414532E-06
-1.2589254118E+04, 2.9400170363E-01, 5.0325311619E-06
-1.2302687708E+04, 2.9515588918E-01, 5.2428495648E-06
-1.2022644346E+04, 2.9631201582E-01, 5.4604897987E-06
-1.1748975549E+04, 2.9747009023E-01, 5.6856484021E-06
-1.1481536215E+04, 2.9863011907E-01, 5.9185253367E-06
-1.1220184543E+04, 2.9979210902E-01, 6.1593240109E-06
-1.0964781961E+04, 3.0095606674E-01, 6.4082513028E-06
-1.0715193052E+04, 3.0212199891E-01, 6.6655175844E-06
-1.0471285481E+04, 3.0328991220E-01, 6.9313367467E-06
-1.0232929923E+04, 3.0445981327E-01, 7.2059262253E-06
-1.0000000000E+04, 3.0563170880E-01, 7.4895070279E-06
-9.7723722096E+03, 3.0680560546E-01, 7.7823037617E-06
-9.5499258602E+03, 3.0798150992E-01, 8.0845446635E-06
-9.3325430080E+03, 3.0915942884E-01, 8.3964616299E-06
-9.1201083936E+03, 3.1033936891E-01, 8.7182902498E-06
-8.9125093813E+03, 3.1152133678E-01, 9.0502698388E-06
-8.7096358996E+03, 3.1270533914E-01, 9.3926434742E-06
-8.5113803820E+03, 3.1389138264E-01, 9.7456580332E-06
-8.3176377110E+03, 3.1507947397E-01, 1.0109564233E-05
-8.1283051616E+03, 3.1626961979E-01, 1.0484616670E-05
-7.9432823472E+03, 3.1746182677E-01, 1.0871073871E-05
-7.7624711663E+03, 3.1865610158E-01, 1.1269198330E-05
-7.5857757503E+03, 3.1985245090E-01, 1.1679256567E-05
-7.4131024130E+03, 3.2105088138E-01, 1.2101519174E-05
-7.2443596008E+03, 3.2225139972E-01, 1.2536260875E-05
-7.0794578438E+03, 3.2345401256E-01, 1.2983760579E-05
-6.9183097092E+03, 3.2465872659E-01, 1.3444301446E-05
-6.7608297539E+03, 3.2586554848E-01, 1.3918170952E-05
-6.6069344801E+03, 3.2707448489E-01, 1.4405660956E-05
-6.4565422903E+03, 3.2828554274E-01, 1.4907067773E-05
-6.3095734448E+03, 3.2949875771E-01, 1.5422692251E-05
-6.1659500186E+03, 3.3071422082E-01, 1.5952839852E-05
-6.0255958607E+03, 3.3193202932E-01, 1.6497820739E-05
-5.8884365536E+03, 3.3315228050E-01, 1.7057949862E-05
-5.7543993734E+03, 3.3437507163E-01, 1.7633547055E-05
-5.6234132519E+03, 3.3560050000E-01, 1.8224937137E-05
-5.4954087386E+03, 3.3682866288E-01, 1.8832450013E-05
-5.3703179637E+03, 3.3805965754E-01, 1.9456420789E-05
-5.2480746025E+03, 3.3929358127E-01, 2.0097189883E-05
-5.1286138399E+03, 3.4053053135E-01, 2.0755103151E-05
-5.0118723363E+03, 3.4177060504E-01, 2.1430512010E-05
-4.8977881937E+03, 3.4301389964E-01, 2.2123773577E-05
-4.7863009232E+03, 3.4426051240E-01, 2.2835250805E-05
-4.6773514129E+03, 3.4551054063E-01, 2.3565312634E-05
-4.5708818961E+03, 3.4676408158E-01, 2.4314334142E-05
-4.4668359215E+03, 3.4802123254E-01, 2.5082696709E-05
-4.3651583224E+03, 3.4928209078E-01, 2.5870788184E-05
-4.2657951880E+03, 3.5054675359E-01, 2.6679003064E-05
-4.1686938347E+03, 3.5181531824E-01, 2.7507742673E-05
-4.0738027780E+03, 3.5308788200E-01, 2.8357415364E-05
-3.9810717055E+03, 3.5436454216E-01, 2.9228436713E-05
-3.8904514499E+03, 3.5564539599E-01, 3.0121229732E-05
-3.8018939632E+03, 3.5693054077E-01, 3.1036225088E-05
-3.7153522910E+03, 3.5822007378E-01, 3.1973861333E-05
-3.6307805477E+03, 3.5951409230E-01, 3.2934585142E-05
-3.5481338923E+03, 3.6081269360E-01, 3.3918851561E-05
-3.4673685045E+03, 3.6211597495E-01, 3.4927124267E-05
-3.3884415614E+03, 3.6342403365E-01, 3.5959875838E-05
-3.3113112148E+03, 3.6473696696E-01, 3.7017588033E-05
-3.2359365693E+03, 3.6605487216E-01, 3.8100752085E-05
-3.1622776602E+03, 3.6737784653E-01, 3.9209869005E-05
-3.0902954325E+03, 3.6870598735E-01, 4.0345449897E-05
-3.0199517204E+03, 3.7003939189E-01, 4.1508016289E-05
-2.9512092267E+03, 3.7137815744E-01, 4.2698100475E-05
-2.8840315031E+03, 3.7272238126E-01, 4.3916245868E-05
-2.8183829313E+03, 3.7407216064E-01, 4.5163007370E-05
-2.7542287033E+03, 3.7542759286E-01, 4.6438951755E-05
-2.6915348039E+03, 3.7678877519E-01, 4.7744658068E-05
-2.6302679919E+03, 3.7815580491E-01, 4.9080718038E-05
-2.5703957828E+03, 3.7952877929E-01, 5.0447736506E-05
-2.5118864315E+03, 3.8090779562E-01, 5.1846331871E-05
-2.4547089157E+03, 3.8229295117E-01, 5.3277136552E-05
-2.3988329190E+03, 3.8368434322E-01, 5.4740797465E-05
-2.3442288153E+03, 3.8508206905E-01, 5.6237976524E-05
-2.2908676528E+03, 3.8648622593E-01, 5.7769351153E-05
-2.2387211386E+03, 3.8789691114E-01, 5.9335614823E-05
-2.1877616239E+03, 3.8931422196E-01, 6.0937477605E-05
-2.1379620895E+03, 3.9073825567E-01, 6.2575666744E-05
-2.0892961309E+03, 3.9216910954E-01, 6.4250927259E-05
-2.0417379447E+03, 3.9360688086E-01, 6.5964022554E-05
-1.9952623150E+03, 3.9505166689E-01, 6.7715735066E-05
-1.9498445998E+03, 3.9650356492E-01, 6.9506866922E-05
-1.9054607180E+03, 3.9796267223E-01, 7.1338240632E-05
-1.8620871367E+03, 3.9942908608E-01, 7.3210699797E-05
-1.8197008586E+03, 4.0090290376E-01, 7.5125109854E-05
-1.7782794100E+03, 4.0238422256E-01, 7.7082358835E-05
-1.7378008287E+03, 4.0387313973E-01, 7.9083358167E-05
-1.6982436525E+03, 4.0536975257E-01, 8.1129043489E-05
-1.6595869074E+03, 4.0687415834E-01, 8.3220375507E-05
-1.6218100974E+03, 4.0838645433E-01, 8.5358340879E-05
