*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro9.csv
*  version    : 1.0
*  date       : 27-May-2015 09:20:40
*  created by : J.G.Wesseling
*  module     : staro9
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 2.7086647162E-02, 1.0000000000E-10
-7.9432823472E+06, 2.8022809739E-02, 1.8211289893E-10
-6.3095734448E+06, 2.8966578949E-02, 3.3122831464E-10
-5.0118723363E+06, 2.9925561423E-02, 6.0090564101E-10
-3.9810717055E+06, 3.0907363792E-02, 1.0859834971E-09
-3.1622776602E+06, 3.1919592690E-02, 1.9526496516E-09
-2.5118864315E+06, 3.2969854747E-02, 3.4886357617E-09
-1.9952623150E+06, 3.4065756597E-02, 6.1853341364E-09
-1.5848931925E+06, 3.5214904870E-02, 1.0869084850E-08
-1.2589254118E+06, 3.6424906199E-02, 1.8905628023E-08
-1.0000000000E+06, 3.7703367217E-02, 3.2508998747E-08
-7.9432823472E+05, 3.9057894553E-02, 5.5192043444E-08
-6.3095734448E+05, 4.0496094842E-02, 9.2396557006E-08
-5.0118723363E+05, 4.2025574715E-02, 1.5233074876E-07
-3.9810717055E+05, 4.3653940803E-02, 2.4701190142E-07
-3.1622776602E+05, 4.5388799740E-02, 3.9345288459E-07
-2.5118864315E+05, 4.7237758156E-02, 6.1483443224E-07
-1.9952623150E+05, 4.9208422683E-02, 9.4136979739E-07
-1.5848931925E+05, 5.1308399955E-02, 1.4104088073E-06
-1.2589254118E+05, 5.3545296602E-02, 2.0651826748E-06
-1.0000000000E+05, 5.5926719257E-02, 2.9515264892E-06
-7.9432823472E+04, 5.8460274552E-02, 4.1120244419E-06
-6.3095734448E+04, 6.1153569119E-02, 5.5773964908E-06
-5.0118723363E+04, 6.4014209589E-02, 7.3556358310E-06
-3.9810717055E+04, 6.7049802595E-02, 9.4203671366E-06
-3.1622776602E+04, 7.0267954768E-02, 1.1704411750E-05
