*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro13.csv
*  version    : 1.0
*  date       : 27-May-2015 09:21:13
*  created by : J.G.Wesseling
*  module     : staro13
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 3.6719009279E-02, 1.0000000000E-16
-7.9432823472E+06, 4.5686935137E-02, 3.5850211786E-16
-6.3095734448E+06, 5.4658780901E-02, 1.2816824852E-15
-5.0118723363E+06, 6.3638466475E-02, 4.5568336014E-15
-3.9810717055E+06, 7.2629911766E-02, 1.6067077387E-14
-3.1622776602E+06, 8.1637036677E-02, 5.6027158109E-14
-2.5118864315E+06, 9.0663761116E-02, 1.9268384065E-13
-1.9952623150E+06, 9.9714004986E-02, 6.5173941163E-13
-1.5848931925E+06, 1.0879168819E-01, 2.1621293007E-12
-1.2589254118E+06, 1.1790073064E-01, 7.0156081956E-12
-1.0000000000E+06, 1.2704505224E-01, 2.2203527457E-11
-7.9432823472E+05, 1.3622857289E-01, 6.8351587885E-11
-6.3095734448E+05, 1.4545521250E-01, 2.0409963202E-10
-5.0118723363E+05, 1.5472889097E-01, 5.8952172577E-10
-3.9810717055E+05, 1.6405352822E-01, 1.6425491959E-09
-3.1622776602E+05, 1.7343304413E-01, 4.4024550788E-09
-2.5118864315E+05, 1.8287135863E-01, 1.1319479443E-08
-1.9952623150E+05, 1.9237239161E-01, 2.7842610361E-08
-1.5848931925E+05, 2.0194006298E-01, 6.5334476494E-08
-1.2589254118E+05, 2.1157829265E-01, 1.4585484189E-07
-1.0000000000E+05, 2.2129100052E-01, 3.0891731666E-07
-7.9432823472E+04, 2.3108210650E-01, 6.1901849178E-07
-6.3095734448E+04, 2.4095553048E-01, 1.1703128029E-06
-5.0118723363E+04, 2.5091519239E-01, 2.0817772209E-06
-3.9810717055E+04, 2.6096501211E-01, 3.4745415462E-06
-3.1622776602E+04, 2.7110890957E-01, 5.4261948300E-06
-2.5118864315E+04, 2.8135080465E-01, 7.9435289518E-06
-1.9952623150E+04, 2.9169461728E-01, 1.1040255978E-05
-1.5848931925E+04, 3.0214426734E-01, 1.4777941954E-05
-1.5488166189E+04, 3.0319520433E-01, 1.5192133651E-05
-1.5135612484E+04, 3.0424724280E-01, 1.5614522848E-05
-1.4791083882E+04, 3.0530038669E-01, 1.6045380236E-05
-1.4454397707E+04, 3.0635463991E-01, 1.6484997333E-05
-1.4125375446E+04, 3.0741000639E-01, 1.6933687583E-05
-1.3803842646E+04, 3.0846649004E-01, 1.7391787494E-05
-1.3489628826E+04, 3.0952409478E-01, 1.7859657846E-05
-1.3182567386E+04, 3.1058282453E-01, 1.8337684958E-05
-1.2882495517E+04, 3.1164268322E-01, 1.8826282024E-05
-1.2589254118E+04, 3.1270367476E-01, 1.9325890525E-05
-1.2302687708E+04, 3.1376580307E-01, 1.9836955974E-05
