*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro11.csv
*  version    : 1.0
*  date       : 27-May-2015 09:21:01
*  created by : J.G.Wesseling
*  module     : staro11
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 4.9122772096E-03, 1.0000000000E-10
-7.9432823472E+06, 8.9296733284E-03, 1.3683470963E-10
-6.3095734448E+06, 1.2956292972E-02, 1.8734233368E-10
-5.0118723363E+06, 1.7001359667E-02, 2.5678067062E-10
-3.9810717055E+06, 2.1074096936E-02, 3.5254849063E-10
-3.1622776602E+06, 2.5183728306E-02, 4.8511968161E-10
-2.5118864315E+06, 2.9339477301E-02, 6.6941557010E-10
-1.9952623150E+06, 3.3550567447E-02, 9.2683618392E-10
-1.5848931925E+06, 3.7826222268E-02, 1.2882904379E-09
-1.2589254118E+06, 4.2175665291E-02, 1.7987532608E-09
-1.0000000000E+06, 4.6608120039E-02, 2.5241769068E-09
-7.9432823472E+05, 5.1132810038E-02, 3.5620642119E-09
-6.3095734448E+05, 5.5758958813E-02, 5.0577904836E-09
-5.0118723363E+05, 6.0495789889E-02, 7.2300356355E-09
-3.9810717055E+05, 6.5352526792E-02, 1.0410795813E-08
-3.1622776602E+05, 7.0338393045E-02, 1.5108963904E-08
-2.5118864315E+05, 7.5462612175E-02, 2.2112410013E-08
-1.9952623150E+05, 8.0734407707E-02, 3.2653631655E-08
-1.5848931925E+05, 8.6163003165E-02, 4.8681538207E-08
-1.2589254118E+05, 9.1757622075E-02, 7.3312471936E-08
-1.0000000000E+05, 9.7527487962E-02, 1.1158750779E-07
-7.9432823472E+04, 1.0348182435E-01, 1.7175951811E-07
-6.3095734448E+04, 1.0962985477E-01, 2.6750810436E-07
-5.0118723363E+04, 1.1598080273E-01, 4.2180074911E-07
-3.9810717055E+04, 1.2254389178E-01, 6.7371372905E-07
-3.1622776602E+04, 1.2932834543E-01, 1.0906476613E-06
-2.5118864315E+04, 1.3634338720E-01, 1.7905149325E-06
-1.9952623150E+04, 1.4359824063E-01, 2.9826287387E-06
-1.5848931925E+04, 1.5110212923E-01, 5.0441919065E-06
-1.5488166189E+04, 1.5186657013E-01, 5.3208574573E-06
-1.5135612484E+04, 1.5263360284E-01, 5.6135815593E-06
-1.4791083882E+04, 1.5340323659E-01, 5.9233457187E-06
-1.4454397707E+04, 1.5417548059E-01, 6.2511943433E-06
-1.4125375446E+04, 1.5495034408E-01, 6.5982389539E-06
-1.3803842646E+04, 1.5572783627E-01, 6.9656626898E-06
-1.3489628826E+04, 1.5650796638E-01, 7.3547251278E-06
-1.3182567386E+04, 1.5729074365E-01, 7.7667674411E-06
-1.2882495517E+04, 1.5807617730E-01, 8.2032179186E-06
-1.2589254118E+04, 1.5886427654E-01, 8.6655978744E-06
-1.2302687708E+04, 1.5965505060E-01, 9.1555272161E-06
-1.2022644346E+04, 1.6044850871E-01, 9.6746754712E-06
-1.1748975549E+04, 1.6124466009E-01, 1.0224714812E-05
-1.1481536215E+04, 1.6204351397E-01, 1.0807391727E-05
-1.1220184543E+04, 1.6284507956E-01, 1.1424537241E-05
-1.0964781961E+04, 1.6364936609E-01, 1.2078069357E-05
-1.0715193052E+04, 1.6445638278E-01, 1.2769995382E-05
-1.0471285481E+04, 1.6526613886E-01, 1.3502414106E-05
-1.0232929923E+04, 1.6607864355E-01, 1.4277517816E-05
-1.0000000000E+04, 1.6689390607E-01, 1.5097594101E-05
-9.7723722096E+03, 1.6771193565E-01, 1.5965027428E-05
-9.5499258602E+03, 1.6853274152E-01, 1.6882300436E-05
-9.3325430080E+03, 1.6935633288E-01, 1.7851994923E-05
-9.1201083936E+03, 1.7018271898E-01, 1.8876792477E-05
-8.9125093813E+03, 1.7101190903E-01, 1.9959474709E-05
-8.7096358996E+03, 1.7184391225E-01, 2.1102923038E-05
-8.5113803820E+03, 1.7267873787E-01, 2.2310117980E-05
-8.3176377110E+03, 1.7351639511E-01, 2.3584137890E-05
-8.1283051616E+03, 1.7435689320E-01, 2.4928157097E-05
-7.9432823472E+03, 1.7520024136E-01, 2.6345443385E-05
