*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb11.csv
*  version    : 1.0
*  date       : 27-May-2015 09:22:21
*  created by : J.G.Wesseling
*  module     : starb11
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 5.5794868211E-02, 2.0525895808E-08
-7.9432823472E+06, 5.7874833822E-02, 2.7878519760E-08
-6.3095734448E+06, 5.9970252814E-02, 3.7852010051E-08
-5.0118723363E+06, 6.2096578568E-02, 5.1358398587E-08
-3.9810717055E+06, 6.4269264466E-02, 6.9612773354E-08
-3.1622776602E+06, 6.6503763889E-02, 9.4226482804E-08
-2.5118864315E+06, 6.8815530217E-02, 1.2732545930E-07
-1.9952623150E+06, 7.1220016832E-02, 1.7169885325E-07
-1.5848931925E+06, 7.3732677114E-02, 2.3098355181E-07
-1.2589254118E+06, 7.6368964446E-02, 3.0989022590E-07
-1.0000000000E+06, 7.9144332209E-02, 4.1447611656E-07
-7.9432823472E+05, 8.2074233782E-02, 5.5246859456E-07
-6.3095734448E+05, 8.5174122548E-02, 7.3364131279E-07
-5.0118723363E+05, 8.8459451888E-02, 9.7024118924E-07
-3.9810717055E+05, 9.1945675182E-02, 1.2774591621E-06
-3.1622776602E+05, 9.5648245813E-02, 1.6739303295E-06
-2.5118864315E+05, 9.9582617160E-02, 2.1822394944E-06
-1.9952623150E+05, 1.0376424261E-01, 2.8293962279E-06
-1.5848931925E+05, 1.0820857553E-01, 3.6472295679E-06
-1.2589254118E+05, 1.1293106932E-01, 4.6726370278E-06
-1.0000000000E+05, 1.1794717734E-01, 5.9476068650E-06
-7.9432823472E+04, 1.2327235299E-01, 7.5189183553E-06
-6.3095734448E+04, 1.2892204965E-01, 9.4374146378E-06
-5.0118723363E+04, 1.3491172069E-01, 1.1756739667E-05
-3.9810717055E+04, 1.4125681949E-01, 1.4531438557E-05
-3.1622776602E+04, 1.4797279944E-01, 1.7814342864E-05
-2.5118864315E+04, 1.5507511392E-01, 2.1653202497E-05
-1.9952623150E+04, 1.6257921631E-01, 2.6086586079E-05
-1.5848931925E+04, 1.7050056000E-01, 3.1250529808E-05
-1.5488166189E+04, 1.7131623759E-01, 3.1843588466E-05
-1.5135612484E+04, 1.7213625758E-01, 3.2455050819E-05
-1.4791083882E+04, 1.7296063543E-01, 3.3085382620E-05
-1.4454397707E+04, 1.7378938659E-01, 3.3735061856E-05
-1.4125375446E+04, 1.7462252650E-01, 3.4404578838E-05
-1.3803842646E+04, 1.7546007063E-01, 3.5094436281E-05
-1.3489628826E+04, 1.7630203443E-01, 3.5805149379E-05
-1.3182567386E+04, 1.7714843334E-01, 3.6537245864E-05
-1.2882495517E+04, 1.7799928283E-01, 3.7291266054E-05
-1.2589254118E+04, 1.7885459835E-01, 3.8067762893E-05
-1.2302687708E+04, 1.7971439535E-01, 3.8867301970E-05
-1.2022644346E+04, 1.8057868928E-01, 3.9690461528E-05
-1.1748975549E+04, 1.8144749560E-01, 4.0537832456E-05
-1.1481536215E+04, 1.8232082975E-01, 4.1410018259E-05
-1.1220184543E+04, 1.8319870721E-01, 4.2307635014E-05
-1.0964781961E+04, 1.8408114341E-01, 4.3231311303E-05
-1.0715193052E+04, 1.8496815381E-01, 4.4181688127E-05
-1.0471285481E+04, 1.8585975387E-01, 4.5159418791E-05
-1.0232929923E+04, 1.8675595903E-01, 4.6165168769E-05
-1.0000000000E+04, 1.8765678475E-01, 4.7199615545E-05
-9.7723722096E+03, 1.8856224649E-01, 4.8263448414E-05
-9.5499258602E+03, 1.8947235970E-01, 4.9357368273E-05
-9.3325430080E+03, 1.9038713983E-01, 5.0482087357E-05
-9.1201083936E+03, 1.9130660233E-01, 5.1638328967E-05
-8.9125093813E+03, 1.9223076266E-01, 5.2826827139E-05
-8.7096358996E+03, 1.9315963627E-01, 5.4048326296E-05
-8.5113803820E+03, 1.9409323861E-01, 5.5303580849E-05
-8.3176377110E+03, 1.9503158515E-01, 5.6593354765E-05
-8.1283051616E+03, 1.9597469132E-01, 5.7918421086E-05
-7.9432823472E+03, 1.9692257259E-01, 5.9279561409E-05
-7.7624711663E+03, 1.9787524441E-01, 6.0677565321E-05
-7.5857757503E+03, 1.9883272223E-01, 6.2113229779E-05
-7.4131024130E+03, 1.9979502151E-01, 6.3587358442E-05
-7.2443596008E+03, 2.0076215769E-01, 6.5100760961E-05
-7.0794578438E+03, 2.0173414623E-01, 6.6654252194E-05
-6.9183097092E+03, 2.0271100259E-01, 6.8248651389E-05
-6.7608297539E+03, 2.0369274222E-01, 6.9884781288E-05
-6.6069344801E+03, 2.0467938057E-01, 7.1563467182E-05
-6.4565422903E+03, 2.0567093310E-01, 7.3285535902E-05
-6.3095734448E+03, 2.0666741525E-01, 7.5051814743E-05
-6.1659500186E+03, 2.0766884248E-01, 7.6863130326E-05
-6.0255958607E+03, 2.0867523026E-01, 7.8720307387E-05
-5.8884365536E+03, 2.0968659401E-01, 8.0624167501E-05
-5.7543993734E+03, 2.1070294922E-01, 8.2575527733E-05
-5.6234132519E+03, 2.1172431131E-01, 8.4575199213E-05
-5.4954087386E+03, 2.1275069576E-01, 8.6623985639E-05
-5.3703179637E+03, 2.1378211801E-01, 8.8722681708E-05
-5.2480746025E+03, 2.1481859351E-01, 9.0872071458E-05
-5.1286138399E+03, 2.1586013772E-01, 9.3072926544E-05
-5.0118723363E+03, 2.1690676610E-01, 9.5326004425E-05
-4.8977881937E+03, 2.1795849409E-01, 9.7632046478E-05
-4.7863009232E+03, 2.1901533715E-01, 9.9991776022E-05
-4.6773514129E+03, 2.2007731073E-01, 1.0240589627E-04
-4.5708818961E+03, 2.2114443029E-01, 1.0487508818E-04
-4.4668359215E+03, 2.2221671128E-01, 1.0740000826E-04
-4.3651583224E+03, 2.2329416915E-01, 1.0998128624E-04
-4.2657951880E+03, 2.2437681936E-01, 1.1261952271E-04
-4.1686938347E+03, 2.2546467735E-01, 1.1531528666E-04
-4.0738027780E+03, 2.2655775859E-01, 1.1806911291E-04
-3.9810717055E+03, 2.2765607853E-01, 1.2088149950E-04
-3.8904514499E+03, 2.2875965261E-01, 1.2375290500E-04
-3.8018939632E+03, 2.2986849630E-01, 1.2668374571E-04
-3.7153522910E+03, 2.3098262505E-01, 1.2967439284E-04
-3.6307805477E+03, 2.3210205430E-01, 1.3272516954E-04
-3.5481338923E+03, 2.3322679952E-01, 1.3583634797E-04
-3.4673685045E+03, 2.3435687615E-01, 1.3900814620E-04
-3.3884415614E+03, 2.3549229965E-01, 1.4224072510E-04
-3.3113112148E+03, 2.3663308548E-01, 1.4553419417E-04
-3.2359365693E+03, 2.3777924908E-01, 1.4888903096E-04
-3.1622776602E+03, 2.3893080592E-01, 1.5230630747E-04
-3.0902954325E+03, 2.4008777143E-01, 1.5578717232E-04
-3.0199517204E+03, 2.4125016109E-01, 1.5933280833E-04
-2.9512092267E+03, 2.4241799033E-01, 1.6294443387E-04
-2.8840315031E+03, 2.4359127462E-01, 1.6662330419E-04
-2.8183829313E+03, 2.4477002940E-01, 1.7037071285E-04
-2.7542287033E+03, 2.4595427014E-01, 1.7418799312E-04
-2.6915348039E+03, 2.4714401227E-01, 1.7807651953E-04
-2.6302679919E+03, 2.4833927127E-01, 1.8203770937E-04
-2.5703957828E+03, 2.4954006258E-01, 1.8607302433E-04
-2.5118864315E+03, 2.5074640164E-01, 1.9018397212E-04
-2.4547089157E+03, 2.5195830393E-01, 1.9437210820E-04
-2.3988329190E+03, 2.5317578489E-01, 1.9863903755E-04
-2.3442288153E+03, 2.5439885997E-01, 2.0298641649E-04
-2.2908676528E+03, 2.5562754463E-01, 2.0741595460E-04
-2.2387211386E+03, 2.5686185432E-01, 2.1192941666E-04
-2.1877616239E+03, 2.5810180449E-01, 2.1652862469E-04
-2.1379620895E+03, 2.5934741060E-01, 2.2121546006E-04
-2.0892961309E+03, 2.6059868810E-01, 2.2599186569E-04
-2.0417379447E+03, 2.6185565245E-01, 2.3085984824E-04
-1.9952623150E+03, 2.6311831909E-01, 2.3582148054E-04
-1.9498445998E+03, 2.6438670349E-01, 2.4087890397E-04
-1.9054607180E+03, 2.6566082109E-01, 2.4603433097E-04
-1.8620871367E+03, 2.6694068734E-01, 2.5129004767E-04
-1.8197008586E+03, 2.6822631771E-01, 2.5664841660E-04
-1.7782794100E+03, 2.6951772764E-01, 2.6211187946E-04
-1.7378008287E+03, 2.7081493259E-01, 2.6768296011E-04
-1.6982436525E+03, 2.7211794802E-01, 2.7336426750E-04
-1.6595869074E+03, 2.7342678936E-01, 2.7915849889E-04
-1.6218100974E+03, 2.7474147209E-01, 2.8506844306E-04
-1.5848931925E+03, 2.7606201164E-01, 2.9109698374E-04
-1.5488166189E+03, 2.7738842348E-01, 2.9724710310E-04
-1.5135612484E+03, 2.7872072306E-01, 3.0352188539E-04
-1.4791083882E+03, 2.8005892583E-01, 3.0992452081E-04
-1.4454397707E+03, 2.8140304725E-01, 3.1645830938E-04
-1.4125375446E+03, 2.8275310276E-01, 3.2312666510E-04
-1.3803842646E+03, 2.8410910783E-01, 3.2993312023E-04
-1.3489628826E+03, 2.8547107790E-01, 3.3688132969E-04
-1.3182567386E+03, 2.8683902843E-01, 3.4397507573E-04
-1.2882495517E+03, 2.8821297487E-01, 3.5121827274E-04
-1.2589254118E+03, 2.8959293268E-01, 3.5861497225E-04
-1.2302687708E+03, 2.9097891730E-01, 3.6616936815E-04
-1.2022644346E+03, 2.9237094420E-01, 3.7388580215E-04
-1.1748975549E+03, 2.9376902882E-01, 3.8176876940E-04
-1.1481536215E+03, 2.9517318662E-01, 3.8982292446E-04
-1.1220184543E+03, 2.9658343306E-01, 3.9805308739E-04
-1.0964781961E+03, 2.9799978358E-01, 4.0646425017E-04
-1.0715193052E+03, 2.9942225363E-01, 4.1506158342E-04
