*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro5.csv
*  version    : 1.0
*  date       : 27-May-2015 09:18:12
*  created by : J.G.Wesseling
*  module     : staro5
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 8.3925565933E-04, 1.0000000000E-16
-7.9432823472E+06, 9.8910396938E-04, 1.6052428001E-16
-6.3095734448E+06, 1.1407953038E-03, 2.5819335885E-16
-5.0118723363E+06, 1.2961726869E-03, 4.1694293177E-16
-3.9810717055E+06, 1.4570791432E-03, 6.7732792670E-16
-3.1622776602E+06, 1.6253576969E-03, 1.1091129405E-15
-2.5118864315E+06, 1.8028513725E-03, 1.8343009557E-15
-1.9952623150E+06, 1.9914031943E-03, 3.0700613059E-15
-1.5848931925E+06, 2.1928561867E-03, 5.2103721670E-15
-1.2589254118E+06, 2.4090533740E-03, 8.9846112394E-15
-1.0000000000E+06, 2.6418377806E-03, 1.5772563644E-14
-7.9432823472E+05, 2.8930524309E-03, 2.8244984868E-14
-6.3095734448E+05, 3.1645403493E-03, 5.1698753230E-14
-5.0118723363E+05, 3.4581445601E-03, 9.6913005996E-14
-3.9810717055E+05, 3.7757080877E-03, 1.8642791247E-13
-3.1622776602E+05, 4.1190739564E-03, 3.6874852512E-13
-2.5118864315E+05, 4.4900851907E-03, 7.5145631168E-13
-1.9952623150E+05, 4.8905848148E-03, 1.5808653348E-12
-1.5848931925E+05, 5.3224158532E-03, 3.4400702965E-12
-1.2589254118E+05, 5.7874213303E-03, 7.7586232822E-12
-1.0000000000E+05, 6.2874442704E-03, 1.8172326302E-11
-7.9432823472E+04, 6.8243276978E-03, 4.4136490032E-11
-6.3095734448E+04, 7.3999146369E-03, 1.0926566667E-10
-5.0118723363E+04, 8.0160481122E-03, 2.6982635934E-10
-3.9810717055E+04, 8.6745711480E-03, 6.5045268420E-10
-3.1622776602E+04, 9.3773267686E-03, 1.4980692250E-09
-2.5118864315E+04, 1.0126157998E-02, 3.2546448602E-09
-1.9952623150E+04, 1.0922907862E-02, 6.6929266007E-09
-1.5848931925E+04, 1.1769419383E-02, 1.3095059116E-08
-1.5488166189E+04, 1.1856878383E-02, 1.3968623653E-08
-1.5135612484E+04, 1.1944855272E-02, 1.4893891292E-08
-1.4791083882E+04, 1.2033351895E-02, 1.5873525382E-08
