*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\staro4.csv
*  version    : 1.0
*  date       : 27-May-2015 09:20:18
*  created by : J.G.Wesseling
*  module     : staro4
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 1.0993165029E-02, 1.0000000000E-10
-7.9432823472E+06, 1.1248023578E-02, 1.1849796107E-10
-6.3095734448E+06, 1.1504794429E-02, 1.4064682259E-10
-5.0118723363E+06, 1.1765389887E-02, 1.6748091017E-10
-3.9810717055E+06, 1.2031722252E-02, 2.0041268609E-10
-3.1622776602E+06, 1.2305703829E-02, 2.4138917168E-10
-2.5118864315E+06, 1.2589246920E-02, 2.9312388564E-10
-1.9952623150E+06, 1.2884263827E-02, 3.5944599772E-10
-1.5848931925E+06, 1.3192666854E-02, 4.4583410132E-10
-1.2589254118E+06, 1.3516368303E-02, 5.6024536750E-10
-1.0000000000E+06, 1.3857280477E-02, 7.1442524487E-10
-7.9432823472E+05, 1.4217315678E-02, 9.2601283954E-10
-6.3095734448E+05, 1.4598386211E-02, 1.2219884248E-09
-5.0118723363E+05, 1.5002404376E-02, 1.6444293263E-09
-3.9810717055E+05, 1.5431282478E-02, 2.2603179902E-09
-3.1622776602E+05, 1.5886932818E-02, 3.1786173315E-09
-2.5118864315E+05, 1.6371267700E-02, 4.5806752081E-09
-1.9952623150E+05, 1.6886199427E-02, 6.7756578624E-09
-1.5848931925E+05, 1.7433640301E-02, 1.0304153586E-08
-1.2589254118E+05, 1.8015502624E-02, 1.6136904720E-08
-1.0000000000E+05, 1.8633698701E-02, 2.6066539046E-08
-7.9432823472E+04, 1.9290140833E-02, 4.3502068224E-08
-6.3095734448E+04, 1.9986741323E-02, 7.5129068428E-08
-5.0118723363E+04, 2.0725412474E-02, 1.3436859510E-07
-3.9810717055E+04, 2.1508066589E-02, 2.4746467491E-07
-3.1622776602E+04, 2.2336615971E-02, 4.6534055051E-07
-2.5118864315E+04, 2.3212972922E-02, 8.8589513932E-07
-1.9952623150E+04, 2.4139049746E-02, 1.6930077857E-06
-1.5848931925E+04, 2.5116758744E-02, 3.2204183486E-06
-1.5488166189E+04, 2.5217443037E-02, 3.4322928590E-06
-1.5135612484E+04, 2.5318664687E-02, 3.6575946583E-06
-1.4791083882E+04, 2.5420425607E-02, 3.8971068824E-06
-1.4454397707E+04, 2.5522727708E-02, 4.1516513579E-06
-1.4125375446E+04, 2.5625572903E-02, 4.4220898479E-06
-1.3803842646E+04, 2.5728963105E-02, 4.7093252725E-06
-1.3489628826E+04, 2.5832900225E-02, 5.0143028976E-06
-1.3182567386E+04, 2.5937386176E-02, 5.3380114809E-06
-1.2882495517E+04, 2.6042422870E-02, 5.6814843673E-06
-1.2589254118E+04, 2.6148012220E-02, 6.0458005220E-06
-1.2302687708E+04, 2.6254156138E-02, 6.4320854913E-06
-1.2022644346E+04, 2.6360856535E-02, 6.8415122781E-06
-1.1748975549E+04, 2.6468115325E-02, 7.2753021202E-06
-1.1481536215E+04, 2.6575934420E-02, 7.7347251569E-06
-1.1220184543E+04, 2.6684315732E-02, 8.2211009704E-06
-1.0964781961E+04, 2.6793261173E-02, 8.7357989866E-06
-1.0715193052E+04, 2.6902772656E-02, 9.2802387184E-06
-1.0471285481E+04, 2.7012852092E-02, 9.8558898362E-06
-1.0232929923E+04, 2.7123501395E-02, 1.0464275622E-05
-1.0000000000E+04, 2.7234722477E-02, 1.1106990492E-05
-9.7723722096E+03, 2.7346517249E-02, 1.1785691386E-05
-9.5499258602E+03, 2.7458887624E-02, 1.2502092227E-05
-9.3325430080E+03, 2.7571835515E-02, 1.3257964002E-05
-9.1201083936E+03, 2.7685362834E-02, 1.4055134653E-05
-8.9125093813E+03, 2.7799471492E-02, 1.4895488764E-05
-8.7096358996E+03, 2.7914163403E-02, 1.5780967039E-05
-8.5113803820E+03, 2.8029440479E-02, 1.6713565534E-05
-8.3176377110E+03, 2.8145304631E-02, 1.7695334647E-05
-8.1283051616E+03, 2.8261757773E-02, 1.8728377824E-05
-7.9432823472E+03, 2.8378801962E-02, 1.9814849990E-05
-7.7624711663E+03, 2.8496487395E-02, 2.0956955667E-05
-7.5857757503E+03, 2.8614981731E-02, 2.2156946760E-05
-7.4131024130E+03, 2.8734470212E-02, 2.3417120014E-05
-7.2443596008E+03, 2.8855138077E-02, 2.4739814096E-05
-7.0794578438E+03, 2.8977170566E-02, 2.6127411534E-05
-6.9183097092E+03, 2.9100752920E-02, 2.7582491514E-05
-6.7608297539E+03, 2.9226070378E-02, 2.9107892731E-05
-6.6069344801E+03, 2.9353308181E-02, 3.0706574403E-05
-6.4565422903E+03, 2.9482651569E-02, 3.2381612464E-05
-6.3095734448E+03, 2.9614285782E-02, 3.4136204826E-05
-6.1659500186E+03, 2.9748396060E-02, 3.5973676938E-05
-6.0255958607E+03, 2.9885167643E-02, 3.7897487665E-05
-5.8884365536E+03, 3.0024785772E-02, 3.9911235508E-05
-5.7543993734E+03, 3.0167435686E-02, 4.2018665187E-05
-5.6234132519E+03, 3.0313302625E-02, 4.4223674599E-05
-5.4954087386E+03, 3.0462571831E-02, 4.6530322185E-05
-5.3703179637E+03, 3.0615428542E-02, 4.8942834731E-05
-5.2480746025E+03, 3.0772057999E-02, 5.1465615621E-05
-5.1286138399E+03, 3.0932645442E-02, 5.4103253574E-05
-5.0118723363E+03, 3.1097376111E-02, 5.6860531900E-05
-4.8977881937E+03, 3.1266435247E-02, 5.9742438297E-05
-4.7863009232E+03, 3.1440008089E-02, 6.2754175233E-05
-4.6773514129E+03, 3.1618279877E-02, 6.5901170936E-05
-4.5708818961E+03, 3.1801435852E-02, 6.9189091048E-05
-4.4668359215E+03, 3.1989661254E-02, 7.2623850963E-05
-4.3651583224E+03, 3.2183141323E-02, 7.6211628909E-05
-4.2657951880E+03, 3.2382061299E-02, 7.9958879812E-05
-4.1686938347E+03, 3.2586606422E-02, 8.3872349992E-05
-4.0738027780E+03, 3.2796961932E-02, 8.7959092747E-05
-3.9810717055E+03, 3.3013313070E-02, 9.2226484879E-05
-3.8904514499E+03, 3.3235845075E-02, 9.6682244217E-05
-3.8018939632E+03, 3.3464743188E-02, 1.0133444821E-04
-3.7153522910E+03, 3.3700192649E-02, 1.0619155366E-04
-3.6307805477E+03, 3.3942378697E-02, 1.1126241764E-04
-3.5481338923E+03, 3.4191486573E-02, 1.1655631974E-04
-3.4673685045E+03, 3.4447701518E-02, 1.2208298563E-04
-3.3884415614E+03, 3.4711208771E-02, 1.2785261211E-04
-3.3113112148E+03, 3.4982193572E-02, 1.3387589375E-04
-3.2359365693E+03, 3.5260841161E-02, 1.4016405112E-04
-3.1622776602E+03, 3.5547336780E-02, 1.4672886082E-04
-3.0902954325E+03, 3.5841865666E-02, 1.5358268742E-04
-3.0199517204E+03, 3.6144613062E-02, 1.6073851739E-04
-2.9512092267E+03, 3.6455764207E-02, 1.6820999516E-04
-2.8840315031E+03, 3.6775504341E-02, 1.7601146156E-04
-2.8183829313E+03, 3.7104018704E-02, 1.8415799457E-04
-2.7542287033E+03, 3.7441492536E-02, 1.9266545287E-04
-2.6915348039E+03, 3.7788111078E-02, 2.0155052204E-04
-2.6302679919E+03, 3.8144059569E-02, 2.1083076384E-04
-2.5703957828E+03, 3.8509523250E-02, 2.2052466869E-04
-2.5118864315E+03, 3.8884687361E-02, 2.3065171157E-04
-2.4547089157E+03, 3.9269737141E-02, 2.4123241159E-04
-2.3988329190E+03, 3.9664857832E-02, 2.5228839552E-04
-2.3442288153E+03, 4.0070234673E-02, 2.6384246555E-04
-2.2908676528E+03, 4.0486052904E-02, 2.7591867151E-04
-2.2387211386E+03, 4.0912497766E-02, 2.8854238802E-04
-2.1877616239E+03, 4.1349754498E-02, 3.0174039677E-04
-2.1379620895E+03, 4.1798008341E-02, 3.1554097444E-04
-2.0892961309E+03, 4.2257444534E-02, 3.2997398660E-04
-2.0417379447E+03, 4.2728248319E-02, 3.4507098799E-04
-1.9952623150E+03, 4.3210604934E-02, 3.6086532979E-04
-1.9498445998E+03, 4.3704699621E-02, 3.7739227428E-04
-1.9054607180E+03, 4.4210717619E-02, 3.9468911745E-04
-1.8620871367E+03, 4.4728844168E-02, 4.1279532029E-04
-1.8197008586E+03, 4.5259264509E-02, 4.3175264923E-04
-1.7782794100E+03, 4.5802163881E-02, 4.5160532659E-04
-1.7378008287E+03, 4.6357727525E-02, 4.7240019168E-04
-1.6982436525E+03, 4.6926140681E-02, 4.9418687348E-04
-1.6595869074E+03, 4.7507588589E-02, 5.1701797578E-04
-1.6218100974E+03, 4.8102256489E-02, 5.4094927560E-04
-1.5848931925E+03, 4.8710329621E-02, 5.6603993619E-04
-1.5488166189E+03, 4.9331993226E-02, 5.9235273558E-04
-1.5135612484E+03, 4.9967432543E-02, 6.1995431191E-04
-1.4791083882E+03, 5.0616832812E-02, 6.4891542700E-04
-1.4454397707E+03, 5.1280379275E-02, 6.7931124948E-04
-1.4125375446E+03, 5.1958257170E-02, 7.1122165919E-04
-1.3803842646E+03, 5.2650651738E-02, 7.4473157449E-04
-1.3489628826E+03, 5.3357748219E-02, 7.7993130433E-04
-1.3182567386E+03, 5.4079731854E-02, 8.1691692720E-04
-1.2882495517E+03, 5.4816787881E-02, 8.5579069911E-04
-1.2589254118E+03, 5.5569101542E-02, 8.9666149299E-04
-1.2302687708E+03, 5.6336858077E-02, 9.3964527222E-04
-1.2022644346E+03, 5.7120242725E-02, 9.8486560103E-04
-1.1748975549E+03, 5.7919440727E-02, 1.0324541950E-03
-1.1481536215E+03, 5.8734637323E-02, 1.0825515150E-03
-1.1220184543E+03, 5.9566017753E-02, 1.1353074080E-03
-1.0964781961E+03, 6.0413767258E-02, 1.1908817998E-03
-1.0715193052E+03, 6.1278071076E-02, 1.2494454422E-03
-1.0471285481E+03, 6.2159114449E-02, 1.3111807219E-03
-1.0232929923E+03, 6.3057082616E-02, 1.3762825339E-03
-1.0000000000E+03, 6.3972160818E-02, 1.4449592270E-03
-9.7723722096E+02, 6.4904534295E-02, 1.5174336273E-03
-9.5499258602E+02, 6.5854388287E-02, 1.5939441453E-03
-9.3325430080E+02, 6.6821908034E-02, 1.6747459764E-03
-9.1201083936E+02, 6.7807278775E-02, 1.7601124009E-03
-8.9125093813E+02, 6.8810685753E-02, 1.8503361942E-03
-8.7096358996E+02, 6.9832314205E-02, 1.9457311560E-03
-8.5113803820E+02, 7.0872349373E-02, 2.0466337704E-03
-8.3176377110E+02, 7.1930976496E-02, 2.1534050074E-03
-8.1283051616E+02, 7.3008380816E-02, 2.2664322811E-03
-7.9432823472E+02, 7.4104747571E-02, 2.3861315769E-03
-7.7624711663E+02, 7.5220262002E-02, 2.5129497651E-03
-7.5857757503E+02, 7.6355109349E-02, 2.6473671168E-03
-7.4131024130E+02, 7.7509474852E-02, 2.7899000438E-03
-7.2443596008E+02, 7.8683543752E-02, 2.9411040807E-03
-7.0794578438E+02, 7.9877501288E-02, 3.1015771346E-03
-6.9183097092E+02, 8.1091532701E-02, 3.2719630271E-03
-6.7608297539E+02, 8.2325823230E-02, 3.4529553576E-03
-6.6069344801E+02, 8.3580558116E-02, 3.6453017184E-03
-6.4565422903E+02, 8.4855922599E-02, 3.8498082962E-03
-6.3095734448E+02, 8.6152101920E-02, 4.0673448987E-03
-6.1659500186E+02, 8.7469281317E-02, 4.2988504476E-03
-6.0255958607E+02, 8.8807646032E-02, 4.5453389853E-03
-5.8884365536E+02, 9.0167381304E-02, 4.8079062455E-03
-5.7543993734E+02, 9.1548672373E-02, 5.0877368464E-03
-5.6234132519E+02, 9.2951704481E-02, 5.3861121678E-03
-5.4954087386E+02, 9.4376662866E-02, 5.7044189834E-03
-5.3703179637E+02, 9.5823732769E-02, 6.0441589247E-03
-5.2480746025E+02, 9.7293099430E-02, 6.4069586512E-03
-5.1286138399E+02, 9.8784948089E-02, 6.7945372399E-03
-5.0118723363E+02, 1.0029946399E-01, 7.2086493462E-03
-4.8977881937E+02, 1.0183683236E-01, 7.6511601191E-03
-4.7863009232E+02, 1.0339723846E-01, 8.1240646771E-03
-4.6773514129E+02, 1.0498086751E-01, 8.6294966222E-03
-4.5708818961E+02, 1.0658790476E-01, 9.1697370348E-03
-4.4668359215E+02, 1.0821853545E-01, 9.7472239664E-03
-4.3651583224E+02, 1.0987294482E-01, 1.0364562448E-02
-4.2657951880E+02, 1.1155131811E-01, 1.1024535029E-02
-4.1686938347E+02, 1.1325384056E-01, 1.1730112860E-02
-4.0738027780E+02, 1.1498069740E-01, 1.2484467339E-02
-3.9810717055E+02, 1.1673207389E-01, 1.3290982323E-02
-3.8904514499E+02, 1.1850815526E-01, 1.4153266925E-02
-3.8018939632E+02, 1.2030912674E-01, 1.5075168898E-02
-3.7153522910E+02, 1.2213517359E-01, 1.6060788611E-02
-3.6307805477E+02, 1.2398648104E-01, 1.7114493623E-02
-3.5481338923E+02, 1.2586323432E-01, 1.8240933845E-02
-3.4673685045E+02, 1.2776561869E-01, 1.9445057300E-02
-3.3884415614E+02, 1.2969381937E-01, 2.0732126443E-02
-3.3113112148E+02, 1.3164802162E-01, 2.2107735059E-02
-3.2359365693E+02, 1.3362841067E-01, 2.3577825689E-02
-3.1622776602E+02, 1.3563500957E-01, 2.5148707570E-02
-3.0902954325E+02, 1.3766682315E-01, 2.6827075054E-02
-3.0199517204E+02, 1.3972246202E-01, 2.8620026452E-02
-2.9512092267E+02, 1.4180053593E-01, 3.0535083268E-02
-2.8840315031E+02, 1.4389965463E-01, 3.2580209739E-02
-2.8183829313E+02, 1.4601842787E-01, 3.4763832637E-02
-2.7542287033E+02, 1.4815546539E-01, 3.7094861220E-02
-2.6915348039E+02, 1.5030937695E-01, 3.9582707262E-02
-2.6302679919E+02, 1.5247877230E-01, 4.2237305033E-02
-2.5703957828E+02, 1.5466226118E-01, 4.5069131129E-02
-2.5118864315E+02, 1.5685845335E-01, 4.8089223988E-02
-2.4547089157E+02, 1.5906595855E-01, 5.1309202965E-02
-2.3988329190E+02, 1.6128338653E-01, 5.4741286782E-02
-2.3442288153E+02, 1.6350934705E-01, 5.8398311164E-02
-2.2908676528E+02, 1.6574244984E-01, 6.2293745464E-02
-2.2387211386E+02, 1.6798130467E-01, 6.6441708055E-02
-2.1877616239E+02, 1.7022452128E-01, 7.0856980229E-02
-2.1379620895E+02, 1.7247070942E-01, 7.5555018361E-02
-2.0892961309E+02, 1.7471847884E-01, 8.0551964032E-02
-2.0417379447E+02, 1.7696643929E-01, 8.5864651824E-02
-1.9952623150E+02, 1.7921320052E-01, 9.1510614450E-02
-1.9498445998E+02, 1.8145737227E-01, 9.7508084871E-02
-1.9054607180E+02, 1.8369756430E-01, 1.0387599505E-01
-1.8620871367E+02, 1.8593238635E-01, 1.1063397092E-01
-1.8197008586E+02, 1.8816044819E-01, 1.1780232322E-01
-1.7782794100E+02, 1.9038035954E-01, 1.2540203369E-01
-1.7378008287E+02, 1.9259073017E-01, 1.3345473628E-01
-1.6982436525E+02, 1.9479016982E-01, 1.4198269285E-01
-1.6595869074E+02, 1.9697728825E-01, 1.5100876292E-01
-1.6218100974E+02, 1.9915069520E-01, 1.6055636702E-01
-1.5848931925E+02, 2.0130900042E-01, 1.7064944310E-01
-1.5488166189E+02, 2.0345081366E-01, 1.8131239558E-01
-1.5135612484E+02, 2.0557474467E-01, 1.9257003654E-01
-1.4791083882E+02, 2.0767960219E-01, 2.0444751857E-01
-1.4454397707E+02, 2.0976517427E-01, 2.1697025880E-01
-1.4125375446E+02, 2.1183154971E-01, 2.3016385378E-01
-1.3803842646E+02, 2.1387881737E-01, 2.4405398462E-01
-1.3489628826E+02, 2.1590706613E-01, 2.5866631216E-01
-1.3182567386E+02, 2.1791638486E-01, 2.7402705039E-01
-1.2882495517E+02, 2.1990686244E-01, 2.9016570029E-01
-1.2589254118E+02, 2.2187858773E-01, 3.0711337729E-01
-1.2302687708E+02, 2.2383164962E-01, 3.2490198336E-01
-1.2022644346E+02, 2.2576613697E-01, 3.4356420363E-01
-1.1748975549E+02, 2.2768213867E-01, 3.6313350184E-01
-1.1481536215E+02, 2.2957974357E-01, 3.8364411441E-01
-1.1220184543E+02, 2.3145904056E-01, 4.0513104313E-01
-1.0964781961E+02, 2.3332011851E-01, 4.2763004650E-01
-1.0715193052E+02, 2.3516306629E-01, 4.5117762949E-01
-1.0471285481E+02, 2.3698797278E-01, 4.7581103199E-01
-1.0232929923E+02, 2.3879492685E-01, 5.0156821565E-01
-1.0000000000E+02, 2.4058401737E-01, 5.2848784923E-01
-9.7723722096E+01, 2.4235533322E-01, 5.5660929244E-01
-9.5499258602E+01, 2.4410896326E-01, 5.8597257819E-01
-9.3325430080E+01, 2.4584499638E-01, 6.1661839327E-01
-9.1201083936E+01, 2.4756352144E-01, 6.4858805754E-01
-8.9125093813E+01, 2.4926462733E-01, 6.8192350139E-01
-8.7096358996E+01, 2.5094840291E-01, 7.1666724173E-01
-8.5113803820E+01, 2.5261493705E-01, 7.5286235640E-01
-8.3176377110E+01, 2.5426431863E-01, 7.9055245691E-01
-8.1283051616E+01, 2.5589663653E-01, 8.2978165970E-01
