*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb12.csv
*  version    : 1.0
*  date       : 27-May-2015 09:22:29
*  created by : J.G.Wesseling
*  module     : starb12
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 9.1818535969E-03, 2.5579967613E-06
-7.9432823472E+06, 1.8576617408E-02, 2.6804219123E-06
-6.3095734448E+06, 2.7973677032E-02, 2.8095140153E-06
-5.0118723363E+06, 3.7375328282E-02, 2.9465172922E-06
-3.9810717055E+06, 4.6783866973E-02, 3.0928681576E-06
-3.1622776602E+06, 5.6201588917E-02, 3.2502241763E-06
-2.5118864315E+06, 6.5630789927E-02, 3.4205000046E-06
-1.9952623150E+06, 7.5073765818E-02, 3.6059119524E-06
-1.5848931925E+06, 8.4532812402E-02, 3.8090332056E-06
-1.2589254118E+06, 9.4010225492E-02, 4.0328622770E-06
-1.0000000000E+06, 1.0350830090E-01, 4.2809079460E-06
-7.9432823472E+05, 1.1302933444E-01, 4.5572948425E-06
-6.3095734448E+05, 1.2257562193E-01, 4.8668950198E-06
-5.0118723363E+05, 1.3214945918E-01, 5.2154924098E-06
-3.9810717055E+05, 1.4175314201E-01, 5.6099891143E-06
-3.1622776602E+05, 1.5138896622E-01, 6.0586652117E-06
-2.5118864315E+05, 1.6105922762E-01, 6.5715073968E-06
-1.9952623150E+05, 1.7076622205E-01, 7.1606266529E-06
-1.5848931925E+05, 1.8051224530E-01, 7.8407917249E-06
-1.2589254118E+05, 1.9029959318E-01, 8.6301140776E-06
-1.0000000000E+05, 2.0013056152E-01, 9.5509321675E-06
-7.9432823472E+04, 2.1000744613E-01, 1.0630959514E-05
-6.3095734448E+04, 2.1993254282E-01, 1.1904784034E-05
-5.0118723363E+04, 2.2990814740E-01, 1.3415838008E-05
-3.9810717055E+04, 2.3993655569E-01, 1.5219002607E-05
-3.1622776602E+04, 2.5002006349E-01, 1.7384073622E-05
-2.5118864315E+04, 2.6016096663E-01, 2.0000403756E-05
-1.9952623150E+04, 2.7036156092E-01, 2.3183163428E-05
-1.5848931925E+04, 2.8062414216E-01, 2.7081843729E-05
-1.5488166189E+04, 2.8165389796E-01, 2.7518136865E-05
-1.5135612484E+04, 2.8268429888E-01, 2.7963718044E-05
-1.4791083882E+04, 2.8371534722E-01, 2.8418818422E-05
-1.4454397707E+04, 2.8474704527E-01, 2.8883675631E-05
-1.4125375446E+04, 2.8577939533E-01, 2.9358533985E-05
-1.3803842646E+04, 2.8681239971E-01, 2.9843644679E-05
-1.3489628826E+04, 2.8784606068E-01, 3.0339266012E-05
-1.3182567386E+04, 2.8888038055E-01, 3.0845663599E-05
-1.2882495517E+04, 2.8991536162E-01, 3.1363110605E-05
-1.2589254118E+04, 2.9095100618E-01, 3.1891887981E-05
