*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb6.csv
*  version    : 1.0
*  date       : 27-May-2015 09:23:04
*  created by : J.G.Wesseling
*  module     : starb6
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 1.1799959536E-02, 7.1392283965E-10
-7.9432823472E+06, 1.3957458908E-02, 1.0031514776E-09
-6.3095734448E+06, 1.6123220785E-02, 1.4098539638E-09
-5.0118723363E+06, 1.8305507668E-02, 1.9822867806E-09
-3.9810717055E+06, 2.0512582063E-02, 2.7889193390E-09
-3.1622776602E+06, 2.2752706472E-02, 3.9271266551E-09
-2.5118864315E+06, 2.5034143399E-02, 5.5357404423E-09
-1.9952623150E+06, 2.7365155348E-02, 7.8132326743E-09
-1.5848931925E+06, 2.9754004822E-02, 1.1044152515E-08
-1.2589254118E+06, 3.2208954325E-02, 1.5637704558E-08
-1.0000000000E+06, 3.4738266361E-02, 2.2184260378E-08
-7.9432823472E+05, 3.7350203433E-02, 3.1538469728E-08
-6.3095734448E+05, 4.0053028046E-02, 4.4941996838E-08
-5.0118723363E+05, 4.2855002701E-02, 6.4205549651E-08
-3.9810717055E+05, 4.5764389904E-02, 9.1980040966E-08
-3.1622776602E+05, 4.8789452158E-02, 1.3216237286E-07
-2.5118864315E+05, 5.1938451966E-02, 1.9050554709E-07
-1.9952623150E+05, 5.5219651832E-02, 2.7554045123E-07
-1.5848931925E+05, 5.8641314260E-02, 3.9997552485E-07
-1.2589254118E+05, 6.2211701754E-02, 5.8283302508E-07
-1.0000000000E+05, 6.5939076816E-02, 8.5272685881E-07
-7.9432823472E+04, 6.9831701950E-02, 1.2529194720E-06
-6.3095734448E+04, 7.3897839661E-02, 1.8491671628E-06
-5.0118723363E+04, 7.8145752452E-02, 2.7419615183E-06
-3.9810717055E+04, 8.2583702827E-02, 4.0857433106E-06
