*  FILE IDENTIFICATION:
*  name       : D:\UserData\Wesseling\NHI2015\Output\starb10.csv
*  version    : 1.0
*  date       : 27-May-2015 09:22:15
*  created by : J.G.Wesseling
*  module     : starb10
*  head   = soil pressure head (cm)
*  theta  = volume fraction of soil moisture (-)
*  conduc = soil hydraulic conductivity (cm/d)
* ------------------------------------------------------------------------
headtab,thetatab,conductab
-1.0000000000E+07, 5.7046019955E-02, 1.0000000000E-10
-7.9432823472E+06, 5.7980586972E-02, 1.7313124638E-10
-6.3095734448E+06, 5.8931614002E-02, 2.9955510461E-10
-5.0118723363E+06, 5.9915561057E-02, 5.1764213631E-10
-3.9810717055E+06, 6.0948888151E-02, 8.9281187451E-10
-3.1622776602E+06, 6.2048055295E-02, 1.5360082524E-09
-2.5118864315E+06, 6.3229522503E-02, 2.6342452646E-09
-1.9952623150E+06, 6.4509749786E-02, 4.5006345358E-09
-1.5848931925E+06, 6.5905197159E-02, 7.6554722013E-09
-1.2589254118E+06, 6.7432324633E-02, 1.2956172682E-08
-1.0000000000E+06, 6.9107592222E-02, 2.1802876446E-08
-7.9432823472E+05, 7.0947459937E-02, 3.6459356180E-08
-6.3095734448E+05, 7.2968387792E-02, 6.0546374976E-08
-5.0118723363E+05, 7.5186835799E-02, 9.9787710842E-08
-3.9810717055E+05, 7.7619263972E-02, 1.6311787306E-07
-3.1622776602E+05, 8.0282132322E-02, 2.6429407666E-07
-2.5118864315E+05, 8.3191900862E-02, 4.2419008517E-07
-1.9952623150E+05, 8.6365029605E-02, 6.7397938623E-07
-1.5848931925E+05, 8.9817978565E-02, 1.0594282390E-06
-1.2589254118E+05, 9.3567207752E-02, 1.6464976688E-06
-1.0000000000E+05, 9.7629177181E-02, 2.5283730538E-06
-7.9432823472E+04, 1.0202034686E-01, 3.8338706614E-06
-6.3095734448E+04, 1.0675717681E-01, 5.7368810705E-06
-5.0118723363E+04, 1.1185612704E-01, 8.4660754465E-06
-3.9810717055E+04, 1.1733365756E-01, 1.2313517561E-05
-3.1622776602E+04, 1.2320622839E-01, 1.7640125045E-05
-2.5118864315E+04, 1.2949029953E-01, 2.4875196710E-05
-1.9952623150E+04, 1.3620233100E-01, 3.4506629506E-05
-1.5848931925E+04, 1.4335878282E-01, 4.7058223093E-05
-1.5488166189E+04, 1.4409950483E-01, 4.8494345200E-05
-1.5135612484E+04, 1.4484485210E-01, 4.9965429913E-05
-1.4791083882E+04, 1.4559484110E-01, 5.1471975503E-05
-1.4454397707E+04, 1.4634948828E-01, 5.3014473228E-05
-1.4125375446E+04, 1.4710881011E-01, 5.4593406623E-05
-1.3803842646E+04, 1.4787282303E-01, 5.6209250783E-05
-1.3489628826E+04, 1.4864154353E-01, 5.7862471618E-05
-1.3182567386E+04, 1.4941498804E-01, 5.9553525107E-05
-1.2882495517E+04, 1.5019317304E-01, 6.1282856516E-05
-1.2589254118E+04, 1.5097611499E-01, 6.3050899619E-05
-1.2302687708E+04, 1.5176383033E-01, 6.4858075893E-05
-1.2022644346E+04, 1.5255633554E-01, 6.6704793700E-05
-1.1748975549E+04, 1.5335364708E-01, 6.8591447458E-05
-1.1481536215E+04, 1.5415578140E-01, 7.0518416795E-05
-1.1220184543E+04, 1.5496275496E-01, 7.2486065697E-05
-1.0964781961E+04, 1.5577458422E-01, 7.4494741631E-05
-1.0715193052E+04, 1.5659128565E-01, 7.6544774676E-05
-1.0471285481E+04, 1.5741287571E-01, 7.8636476625E-05
-1.0232929923E+04, 1.5823937084E-01, 8.0770140087E-05
-1.0000000000E+04, 1.5907078752E-01, 8.2948078215E-05
-9.7723722096E+03, 1.5990714221E-01, 8.5184767490E-05
-9.5499258602E+03, 1.6074845136E-01, 8.7500536673E-05
-9.3325430080E+03, 1.6159473143E-01, 8.9917809022E-05
-9.1201083936E+03, 1.6244599889E-01, 9.2461302084E-05
-8.9125093813E+03, 1.6330227019E-01, 9.5158294145E-05
-8.7096358996E+03, 1.6416356179E-01, 9.8038963146E-05
-8.5113803820E+03, 1.6502989016E-01, 1.0113681064E-04
-8.3176377110E+03, 1.6590127175E-01, 1.0448918601E-04
-8.1283051616E+03, 1.6677772302E-01, 1.0813726151E-04
-7.9432823472E+03, 1.6765926044E-01, 1.1210948818E-04
-7.7624711663E+03, 1.6854590047E-01, 1.1641784462E-04
-7.5857757503E+03, 1.6943765955E-01, 1.2107390030E-04
